评论时间,评论者,弹幕内容
2022/4/2 12:19,本名为迷,某幻君友情出演[doge][doge][doge]
2022/4/2 12:04,101俱乐部,伐伐伐伐伐伐伐伐木工[妙啊]
2022/4/2 12:03,是苏沐白啊,《关于老番茄执着于中午十二点发视频这件事》
2022/4/2 12:01,1201110211,真的是每周六中午12点[doge]
2022/4/2 13:48,沈宴贼可耐,一小时啊，还热乎的，不行我在热热[doge]
2022/4/2 13:49,godsforp,就跟着你混了[doge]
2022/4/2 13:31,-Modesty-,欢迎收看周六中午十二点黄金档之托马头的执念[哦呼][哦呼]
2022/4/2 13:26,星幻宫吟,托码头你对周六十二点是多么迷恋？(●￣(ｴ)￣●)
2022/4/2 13:15,Lassemista,之前用来分辨是否恰饭的题目规律已经不适用了吗（泪
2022/4/2 13:11,老司机可某,隔壁瓜哥也在推荐这款游戏耶[doge]
2022/4/2 12:34,丶热情洋溢丶,得，茄茄算是看上周六十二点了[OK]
2022/4/2 14:04,tainanle90,有没有一种可能，是定时投稿[脱单doge]
2022/4/2 13:16,LYM07,想要玩更多文明就来文明6[OK]凌晨4:00，我在德里等你
2022/4/2 12:32,清久一壶,tomoto星期六十二点的执着
2022/4/5 14:31,白夜夜夜白,为什么这样的视频都能全站第二[疑惑][疑惑]
2022/4/5 14:46,听歌的企鹅,粉丝基数大
2022/4/5 16:48,ZERO零Alice,回复@听歌的企鹅:确实
2022/4/5 23:30,DHSAUH,这个评分就是哪个视频看的人多，榜单排名越高
2022/4/2 12:12,五根键的碳C,咱就是说能一月九个商单让兄弟们羡慕一下吗[tv_大佬]
2022/4/2 12:13,瓦加杜古说,河南拔智齿[妙啊]
2022/4/2 12:07,-夏辰-,老番茄，我来围观你的视频啦！为你点赞[doge]
2022/4/2 12:00,ComfortFox,没人么
2022/4/2 12:18,好名起,有没有这么一种可能？47干掉了其他的开发者，他成了唯一一个应聘的，所以是最优秀的发型
2022/4/2 12:17,liulh007,论番切对中午12点发视频的执着
2022/4/2 12:15,陈老师今天按时睡觉没,觉得茄哥的粉丝数有机会奔向2000w了[OK]
2022/4/2 12:15,蓁粿加点聪,和隔壁某UP形成鲜明对比[脱单doge]
2022/4/2 12:08,-藤野-,知道我在吃饭，番茄为了我特意发视频，番茄心里一定有我！
2022/4/2 12:08,Mr-Gamelord,[呆]
2022/4/2 12:16,云·片糕,我看到战略游戏slg的时候我已经明白了[OK]
2022/4/2 13:40,半个硬汉,👴👴，👴关注的up主更新了👴👴：发生什么事了？
2022/4/10 0:08,他家没有棉花糖,番茄的脑洞总是开在我意想不到的地方[热词系列_知识增加]
2022/4/2 13:17,你今天真好看耶耶,重返帝国最近广告好多，我还以为又是一个攻沙游戏呢
2022/4/2 12:10,白熊烟草铺-动态看图,你好呀陌生人，中午好呀，既然遇见了，那就祝你可以开开心心，今晚可以做个好梦，毕竟新的一天还在等你呢
2022/4/2 12:00,芥末味沙琪玛,最早
2022/4/2 12:09,zio_始皇帝,咱就是说假传奇会不会叫二哥代言[doge]
2022/4/2 12:10,怪怪的小轩,看到了[妙啊]
2022/4/2 12:10,BrownBear布朗熊,和周末12点过不去[热词系列_知识增加]
2022/4/2 12:10,某萌QAQ,好快啊！是恰饭啊（大彻大悟
2022/4/2 12:32,Z晚皖,茄茄独爱12点[辣眼睛]
2022/4/2 12:42,自谓莫己若,欢迎收看每周六12点的番茄炒蛋[doge]
2022/4/2 12:36,青凌P,您好，老番茄先生。您的视频里面00:06没有台湾地区。请您就此现象给一个合理的解释
2022/4/2 12:24,咷眠,传下去，某幻骑着老番茄打仗
2022/4/2 12:09,果过祝北北睡个好觉丶,《关于老番茄对周六十二点发视频这件事的执著》
2022/4/2 12:10,晴天下雨gl,打错字了，上去丢人[doge]
2022/4/2 12:17,情場好人,大错字了兄帝[doge][doge]
2022/4/2 14:09,果过祝北北睡个好觉丶,回复@情場好人:[热词系列_知识增加][热词系列_知识增加]
2022/4/2 12:36,夏冰雹Q,本期视频要素过多[doge]不知道为什么配音有一点十万个冷笑话的感觉，重返青春了家人们，泪目[大哭]
2022/4/2 12:36,夏冰雹Q,本期视频要素过多[doge]不知道为什么配音有一点十万个冷笑话的感觉，重返青春了家人们，泪目[大哭]
2022/4/2 14:01,illusion-zero,woc我才注意到粉丝量，这就1700w了？[跪了]
2022/4/9 14:32,梦叶Elaine,女生，玩了三天了，当单机玩了[笑哭]第一次玩这种游戏，不太氪金，没有多好玩也不差啦。里面有些人物立绘做的真的很nice！特别是莎芙超级超级美！
2022/4/9 14:33,梦叶Elaine,bgm也挺好听的，当挂机游戏就行了
2022/4/2 12:03,小烟美如画,省流：饭饭[OK]
2022/4/2 12:03,玉虚龙宇君的小号,你也接到重返帝国的恰饭啦？这游戏最近到处找UP恰饭呢[吃瓜]
2022/4/2 12:39,猿飞翔太郎,来了老弟
2022/4/2 13:03,JosephTrotsky,臣等正欲上网课，陛下何故更新？
2022/4/2 12:04,小成who,12点到啦，茄茄更新了[脱单doge]
2022/4/2 12:04,花落惜梦_,饭点发视频，番茄🍅心里有我[口罩][口罩]
2022/4/9 11:01,司桃壹零肆,十一点嘞茄茄[保卫萝卜_哇]
2022/4/2 12:06,飘子piaopiao,马桶也是马那tomato也是马吧[思考]
2022/4/2 12:02,不稳定音符,出息了是前排[笑哭]
2022/4/9 9:04,孤岛晴空--,坐等切哥中午更新[给心心]
2022/4/2 12:02,Arno-Dorian,盲猜恰饭[doge]
2022/4/2 13:07,小小的心灵树洞,预言家刀了
2022/4/2 15:06,我不管我就要皮一下,疫情之光：老番茄[星星眼][OK]
2022/4/2 12:22,卑微绿豆包,这个重返帝国感觉好有钱，我三个视频有两个是重返帝国的广告[辣眼睛]
2022/4/2 12:04,白小鹿bl,太好玩了！！[doge]
2022/4/2 12:02,路人昱,趁热！
2022/4/2 12:09,秋落芷,为什么是马桶族因为偷马桶[热词系列_知识增加]
2022/4/2 13:27,逆水MAX,省流：动物统治世界
2022/4/2 12:11,本XP管理员,省流小助手:本视频是恰饭视频[doge]
2022/4/2 12:03,录记活生的蛋派黄,太好了，太好了
2022/4/5 14:34,只是狗头,质量不够推广来凑是吧
2022/4/4 13:31,小-糖,老番茄的视频还需要推广？
2022/4/3 20:43,别喂我太下饭,老番茄的视频好没意思，个人认为
2022/4/3 20:50,左轮庸医只掏枪,从挑战系列开始就无聊了，杀手系列不错，但后面的…
2022/4/2 15:52,皮里个皮-,话说B战现在的关注量是不是也挺虚的
2022/4/2 19:04,花生位花生酱,是B站打压大UP，所以播放不高
2022/4/2 12:05,梦粼,所以杀手48和47是什么关系[藏狐]
2022/4/2 12:05,我在吃大餐,谁和我一样？刚下课就刷到柿子的视频了[doge]
2022/4/2 12:03,我是一枚小林琳,纯路人，茄茄对周六十二点发视频有很大的执念[doge]
2022/4/2 12:04,我是一枚小林琳,回复@我是一枚小林琳:小林老师！
2022/4/2 12:03,我是一枚小林琳,怎么又是你？
2022/4/2 12:03,wow同学,来咯来咯
2022/4/2 12:03,_花鸡_,周六12:00、
2022/4/2 12:03,感谢破船让我上了某幻,《论老番茄对周六12点发视频的执念》但是没想到吧大家今天还要上学[doge]
2022/4/2 12:03,亦假亦臻,又一个周六12：00
2022/4/2 12:03,弎陆寿喜锅,《关于老番茄对周六12点发视频的执念》
2022/4/2 12:03,满脑子的芨芨草,嘿嘿
2022/4/2 12:01,中国某番茄丶,为什么老番茄又在12点发？[doge]
2022/4/2 12:02,最喜欢的运动是呼吸,中12区up是吧[脱单doge]
2022/4/2 12:01,bili_100976921,星期六，中午十二点，老番茄[OK]
2022/4/2 12:04,我是翔哥-,是新游戏哦
2022/4/2 21:39,秋山澪AkiyamaMio,看UP恰个饭图个乐，游戏就是FW，语音甚至照搬过来的，整个一换皮，还各种难看吃相，而且锁卡的，不充个千把万没法玩的，TX游戏的尿性大家都懂
2022/4/2 17:43,森之傲虫,没想到这么脑洞大开的设定都能圆回来，不愧是我关注的人。[脱单doge]
2022/4/2 15:02,汪川崎,你和某幻商量好的吗[doge]每次都同一时间更新[妙啊]
2022/4/2 14:18,bhgvbzxd,老番茄这设定，，，我还真打算用星际的银河编辑器做一个出来[脸红]
2022/4/2 14:02,CHLOE_FH,切切你甚至不愿意给马哥一个联合投稿[doge][doge][doge]
2022/4/2 13:49,汪数一麟丶,！好耶！
2022/4/2 13:48,卑微的羊羽,周六十二点从不迟到
2022/4/2 13:47,大叔炒饭,腾讯天美，准备好克金了吗[嗑瓜子]
2022/4/2 13:42,l博丽灵梦l,重返帝国到底花了多少钱啊？满天广告[双鱼座_贴贴]
2022/4/2 13:42,七鼠,他们是不是准备周六12点结婚
2022/4/2 13:39,Qi某籽不想努力了,茄哥也疯了？？？[囧][囧]
2022/4/2 13:37,武汉铁人三项,可以
2022/4/2 13:36,女袅,周六十二点啦，上课了上课了
2022/4/2 13:31,林绘酱,抢到前排了啊兄弟萌
2022/4/2 13:27,梦_潮汐之恋,太好玩啦！！！[doge]
2022/4/2 13:30,莫问吾前程,重返帝国没这些种族，我不玩[妙啊]
2022/4/2 13:24,听说改名会带来欧气,hhh，说实话，老番茄这游戏都比tx那破玩意儿好玩[脱单doge]
2022/4/2 13:22,牙4乔尼乔斯达,[热词系列_知识增加]
2022/4/2 13:22,牙4乔尼乔斯达,我不造啊！！！！！！
2022/4/2 13:19,哔哩君莫笑,老番茄玩老头环[doge][doge][doge]
2022/4/2 13:20,秋深知叶落,想不出什么骚话，又想上热搜[doge][脱单doge]
2022/4/2 13:20,SFH-XHY-Shylock,同志们投币我就投[doge]
2022/4/2 13:19,混水的鱼鱼,wow
2022/4/2 13:19,DSMPmembers_simp,自动省流：是重返帝国的恰饭[妙啊]
2022/4/2 13:17,枫原甘貉,你可能需要一个好人骑兵队长
2022/4/2 13:18,枫原甘貉,可莉说的
2022/4/2 13:18,天才少女小柠,兵长！哪有兵长！
2022/4/2 13:18,姐姐的dog,有点小期待[打call]。
2022/4/2 13:17,某位不知名的黑发_LVY,今天是疯人节吗[灵魂出窍]
2022/4/2 13:17,珈把油捏,未付款，期待玩上
2022/4/2 13:13,老司机可某,熟悉的12.00
2022/4/2 13:12,明天看什么番,好！又新又好！
2022/4/2 13:09,西楼别乱花钱,又是定时发送是吧
2022/4/2 13:07,不过季,每周六中午十二点，锁定托马头卫视，番茄邀您一起观看＜相约周六＞
2022/4/2 13:02,老番茄的好哥哥,什么时候发出不是审核决定的么[哦呼][思考]
2022/4/2 13:02,LPL0132-Theshy,为什么要骑兵长？
2022/4/2 13:02,多广,马骑马怎么样[tv_目瞪口呆]
2022/4/2 13:01,存在段,托码头我爱你！！！！
2022/4/2 12:58,不吃秋刀鱼的猫-,王与坐骑[脱单doge]
2022/4/2 12:59,I-got-my-欧洲步,和马哥的恰饭视频好像
2022/4/2 12:58,沙雕内心活动,好家伙两人都疯了
2022/4/2 12:58,堕花丶,@M木糖M速速[doge]
2022/4/2 12:58,爱情是我的救赎,裤子标签没撕掉啊！！[doge]
2022/4/2 12:48,是伊莉雅的,有没有可能，这期是广告[doge]
2022/4/2 12:47,让人_,问一下老番茄为什么不回复我知道的讲解一下谢谢[藏狐]
2022/4/2 12:47,听一半夜雨,好尬
2022/4/2 12:48,bili_1644387358,第一次看他视频？他就这风格好吧
2022/4/2 12:51,无聊的月凤,四级号果然
2022/4/2 12:45,超爱孙策,拖码头高兴
2022/4/2 12:45,让人_,给我回去上课(顶我上去让其他同学看见)[OK]
2022/4/2 12:44,祀祁sqqq,你们约好的是吧[妙啊][妙啊][妙啊][妙啊]
2022/4/2 12:44,橡皮鱼小朋友,熟悉的时间[热词系列_知识增加]
2022/4/2 12:45,橡皮鱼小朋友,但是今天还要上课[尴尬][傲娇]
2022/4/2 12:42,想不出来了没有,重反帝国给的实在太多了[doge][doge]
2022/4/2 12:42,白给之菜鸡,[滑稽]
2022/4/2 12:39,水水水木沐,热乎的，老番茄我来啦
2022/4/2 12:38,四十八签,这真的是碳基生物能想出来的吗[脱单doge]哦是番茄啊没事了
2022/4/2 12:39,看-友利,马桶c：？？？？？
2022/4/2 12:38,宅家的白柒,省流：重返帝国恰饭[doge]
2022/4/2 12:37,说之道,这个游戏会上线steam吗？[doge]
2022/4/2 12:36,冷漠的橘姐,为什么我感觉老番茄的这个游戏还挺好玩的?
2022/4/2 12:35,主受_孙蘅煦,话说是不是有个坑叫大傻子福尔摩斯？[doge][doge][doge]
2022/4/2 12:36,非酋小T,你不是还在被狗追吗[妙啊]
2022/4/2 12:35,卜辞不,十二点准时到来
2022/4/2 12:34,turgevaag,情侣名:通马桶，破铁头
2022/4/2 12:34,人间可爱四月天,[妙啊]
2022/4/2 12:34,徒手摘苏打的赵四,[嗑瓜子]
2022/4/2 12:32,晨雾_Lucinda,省流：恰饭
2022/4/2 12:32,Aaaa_蓝,莫名想到木糖。。。[妙啊]
2022/4/2 12:31,海獭喝茶晒太阳,《经典老番》每周六十二点准时下饭
2022/4/2 12:32,阿俞的B站ID,你好爱它（指12:00）[doge]
2022/4/2 12:30,0摸鱼带师0,好的，以后这个时候蹲点[doge]
2022/4/2 12:30,LyA91,还得是老番茄啊
2022/4/2 12:31,老子要年段第一,哇哇哇，我关注的up都在今天中午发视频[滑稽]
2022/4/2 12:30,人生如墨染,[doge]
2022/4/2 12:30,九蓝歌,天美工作室真有钱
2022/4/2 12:30,雨打芭蕉翠满庭,《相约星期六》
2022/4/2 12:30,跪天跪地跪父母,那个我冒昧的问一下，这个游戏玩了，能考研吗[doge]
2022/4/2 12:29,香草冰淇淋多加香菜,说实话我有点想玩这个游戏是怎么回事[喜极而泣]
2022/4/2 12:28,____________了,看完了这个视频，我激动的打开应用商城……......关闭应用商城打开电脑玩起了《红色警戒》[doge][doge][doge]
2022/4/2 12:27,故渊沉舟,哇哦哇哦，能抢到一个中排
2022/4/2 12:26,正在自杀的哒宰,8:17@逗比的雀巢友情出演
2022/4/2 12:25,gcxxxx_,原来我看了一个广告[doge]
2022/4/2 12:25,正在自杀的哒宰,可以看得出来老番茄和雀巢他们相处的很融洽(柯基喝马桶水[辣眼睛][doge]
2022/4/2 12:24,霜行千里,都约好了一起是吧[傲娇]
2022/4/2 12:25,墨苏凝玹,它门？左右不是人？[doge]
2022/4/2 12:24,艾莉希雅我偶像,有一说一我不怎么想玩这个重返帝国，但是我想玩玩看老番茄的这个游戏[doge]
2022/4/2 12:23,不会写数学,周六的准点恰饭时间[脱单doge]
2022/4/2 12:22,乌龙者繅,番茄创造的游戏好像比广告游戏更有意思[doge][doge]
2022/4/2 12:22,不酸的柠檬汁QAQ,不要再让傻子演老番茄了!!![生气][生气][生气]（[doge]）
2022/4/2 12:21,是雷疯哟,是天美，快跑！
2022/4/2 12:22,很闲的鱼_,我最初看成了骑兵长[妙啊]
2022/4/2 12:21,Lay的瑞,下饭！
2022/4/2 12:21,哦里泻,我爱你，捞饭窃
2022/4/2 12:22,哦里泻,[doge][妙啊][脱单doge]
2022/4/2 12:21,莫名有点娇,12点[脱单doge]
2022/4/2 12:20,简知俞,《茄的执着》
2022/4/2 12:21,欧泡不加盐,中午十二点[喜欢][喜欢]茄茄一定是因为我要吃饭，故意这个点发的，让我下饭[脱单doge]果然茄哥心里有我[脱单doge]
2022/4/2 12:20,老贺kiut,纯路人，我是朵拉，请问越是粉丝多的UP主，创作形式越怪吗？
2022/4/2 12:19,西道三巷,一刷n赞，好玩
2022/4/2 12:19,星影微光,[doge]
2022/4/2 12:20,一杯小猪,数学课下课的快乐[doge]
2022/4/2 12:19,小源从来都不浪,嗨害嗨[doge]
2022/4/2 12:18,小霖稀饭陌玖玖,18分钟前妈妈孩子出息了！
2022/4/2 12:18,-金木-小天-使-,哇，那么在哪里可以下载呢？
2022/4/2 12:16,野生怪叔叔甲,应聘员工：我很会创新。腾讯：回家等通知吧。
2022/4/2 12:22,煗乂,哈哈哈，懂了
2022/4/2 12:16,47号同学出去站着,番茄的奇妙掐点12:00
2022/4/2 12:16,风小谁,不过为何点赞的人这么少
2022/4/2 12:17,风小谁,难道是我来早了吗
2022/4/2 12:15,我将变成萤火虫丶,真的。。。真的可以骑吗
2022/4/2 12:14,破锣咕咕橙,十分钟的老番茄已经烂了，不好吃了。[doge]
2022/4/2 12:13,正直的怂鱼,第一眼看成了那位一米六的兵长[热词系列_知识增加][热词系列_知识增加]
2022/4/2 12:14,Regunm001,咱也有一个建议：可不可以不要人骑马，也不要马骑人，而是马骑马呢？总感觉这游戏会爆火[脱单doge]
2022/4/2 12:14,亚总本子全看过,省流：恰饭
2022/4/2 12:14,下午邂逅的三明治,你们公司有几个副总啊喂[doge]
2022/4/2 12:14,爻尧咯,周六十二点准时开播《🍅哥谈周六》
2022/4/2 12:12,妙一飞玄真君,猝不及防
2022/4/2 12:12,如花没办法,太好玩了！！
2022/4/2 12:11,做张宏发的男人,准时准点老番茄[doge]
2022/4/2 12:11,昼长夜短ang,为什么一定要在吃饭时间发呢，答：很下饭[脱单doge][脱单doge][脱单doge]
2022/4/2 12:12,KNDsoul,我好快
2022/4/2 12:12,小了个景,热乎的番茄[打call][妙啊]
2022/4/2 12:12,SDXLOVER,马骑人（马启仁）
2022/4/2 12:11,我要做老番茄那样的人,冲冲冲，你俩又同一天发视频了[脱单doge]
2022/4/2 12:11,_既白_,您是完全没有创作瓶颈是吗[doge]
2022/4/2 12:10,裕和水久,听我说谢谢你因为有你。。。
2022/4/2 12:10,是顾离御御御御御捏,你们都约好了是吧，都中午发[doge]
